record_id,stadium_id,stadium_code,team_code,stadium_name,facility_type,floor,side,nearby_section,nearby_gate,gender,indoor_outdoor,location_detail,source_url,source_grade,source_date,verified_at,status,evidence_type,notes
FAC-147,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,3루 외야,724블록·724 GATE,,여,실내,724블록·724 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-148,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,3루 외야,721블록·721~722 GATE 사이,,여,실내,721블록·721~722 GATE 사이,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-149,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,수유실,2F,1루 내야,"126블록, 125~126 GATE 사이",,,실내,"126블록, 125~126 GATE 사이",https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,
FAC-150,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,수유실,2F,3루 내야,메디힐존 331블록·034 GATE,,,실내,메디힐존 331블록·034 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,번호 조합이 이례적이므로 현장 표지 대조 권장
FAC-151,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,흡연구역,외부,3루,3루 측 상단 좌석 뒤 외곽,,,외부,흡연부스 이전 안내 이미지상 현 위치: 3루 측 상단 좌석 뒤편 외곽,,B,2025-04-05(추정),2026-09-07,FIELD_VERIFIED,USER_PROVIDED_NOTICE_IMAGE,사용자 제공 이전 안내 이미지. 4/5(토)부터 이전 안내. 정확한 블록 번호는 이미지에서 판독 불가. 기존 외야 양쪽 위치 2곳은 이전 위치로 표시.
FAC-152,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 2F,,통로 12,,,실내,통로 12,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-153,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 2F,,통로 10~11 사이,,,실내,통로 10~11 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-154,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 2F,,통로 8~9 사이,,,실내,통로 8~9 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-155,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 2F,,통로 4~5 사이,,,실내,통로 4~5 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-156,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 2F,,통로 2~3 사이,,,실내,통로 2~3 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-157,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 2F,,통로 1 인접,,,실내,통로 1 인접,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-158,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,3루,3루 통로 32 끝,,,실내,3루 통로 32 끝,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-159,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,3루,3루 통로 31~32 사이,,,실내,3루 통로 31~32 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-160,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,3루,3루 통로 30~31 사이,,,실내,3루 통로 30~31 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-161,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,3루,3루 통로 29~30 사이,,,실내,3루 통로 29~30 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-162,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,,중앙 통로 27~28 사이,,,실내,중앙 통로 27~28 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-163,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,,중앙 통로 25~26 사이,,,실내,중앙 통로 25~26 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-164,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,1루,1루 통로 23~24 사이,,,실내,1루 통로 23~24 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-165,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,1루,1루 통로 22~23 사이,,,실내,1루 통로 22~23 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-166,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,1루,1루 통로 21~22 사이,,,실내,1루 통로 21~22 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-167,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,내야 4F,1루,1루 통로 21 끝,,,실내,1루 통로 21 끝,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-168,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,외야 3F,외야,외야 3F 1~2 통로 사이,,남,실내,외야 3F 1~2 통로 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-169,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,외야 3F,외야,외야 3F 3~4 통로 사이,,남,실내,외야 3F 3~4 통로 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-170,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,외야 3F,외야,외야 3F 통로 2 인접,,여,실내,외야 3F 통로 2 인접,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-171,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,외야 3F,외야,외야 3F 통로 3 인접,,여,실내,외야 3F 통로 3 인접,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-172,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,외야 4F,외야,외야 4F 22~23 통로 사이,,여,실내,외야 4F 22~23 통로 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-173,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,외야 4F,외야,외야 4F 23~24 통로 사이,,남,실내,외야 4F 23~24 통로 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-174,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,화장실,외야 4F,외야,외야 4F 24~25 통로 사이,,여,실내,외야 4F 24~25 통로 사이,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,A,2026-03-19,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-175,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,수유실,2F,,,,,실내,2F 아기쉼터,https://www.sisul.or.kr/open_content/skydome/introduce/facility.jsp,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_FACILITY_PAGE,
FAC-176,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,수유실,3F,,,,,실내,3F 아기쉼터,https://www.sisul.or.kr/open_content/skydome/introduce/facility.jsp,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_FACILITY_PAGE,
FAC-177,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,흡연구역,외부,,,,,,"외부 흡연부스 총 5곳(공식 수량 확인, 전수 위치 미공개)",https://www.sisul.or.kr/open_content/skydome/bbs/bbsMsgDetail.do?bcd=faq&msg_seq=265,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_FAQ,정확한 5개 위치 좌표는 공식 FAQ에 미기재.
FAC-178,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,흡연구역,외부,1루,,1루 내야 B GATE,,외부,통로 21 → 계단 하강 → 1루 내야 B GATE 밖 → 왼쪽 약 40m,https://myseatcheck.com/gocheok-401-smoking/,B,2026,2026-09-07,FIELD_VERIFIED,RECENT_SEAT_GUIDE,401구역 기준 상세 동선.
FAC-179,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,1F,,A03·331 쪽,,,실내,A03·331 쪽 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-180,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,1F,,420~421·A26 쪽,,,실내,420~421·A26 쪽 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-181,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,1F,,414~415 뒤,,,실내,414~415 뒤 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-182,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,1F,,408~409 뒤,,,실내,408~409 뒤 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-183,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,1F,,402~403·A16 쪽,,,실내,402~403·A16 쪽 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-184,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,1F,,A13·304 쪽,,,실내,A13·304 쪽 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-185,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,2F,,B02~B03,,,실내,B02~B03 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-186,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,2F,,B10,,,실내,B10 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-187,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,2F,,B14~B15,,,실내,B14~B15 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-188,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,2F,,B17~B18,,,실내,B17~B18 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-189,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,2F,,B22,,,실내,B22 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-190,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,2F,,B35~B36,,,실내,B35~B36 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-191,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,3·4F,,D01~D03,,,실내,D01~D03 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-192,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,3·4F,,D04~D05,,,실내,D04~D05 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-193,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,3·4F,,D06~D07,,,실내,D06~D07 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-194,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,3·4F,,D08~D09,,,실내,D08~D09 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-195,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,화장실,3·4F,,D10~D12,,,실내,D10~D12 인접,https://www.doosanbears.com/bears/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_MAP,공식 층별 지도 핀 인접 권역.
FAC-196,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,수유실,미상,1루,식음시설 구역,,,실내,"1루 측 식음시설 구역 안쪽, Watpang 옆(사용자 제공 이미지)",,C,,2026-09-07,RECHECK,USER_PROVIDED_VISIT_IMAGE,공식 지도에는 수유실 범례는 있으나 실제 핀 누락. 이미지 기반 후보 위치.
FAC-197,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,흡연구역,외부,1루,,1루 측 출입문,,외부,1루 측 경기장 출입문 외부 흡연부스,,C,,2026-09-07,RECHECK,USER_PROVIDED_VISIT_IMAGE,사용자 제공 방문 이미지. 1루·3루 외부에 각각 1곳이라는 설명. 2026 게시물 여부는 별도 확인 필요.
FAC-198,SEOUL_JAMSIL,JAMSIL,"LG,DOOSAN",서울 잠실야구장,흡연구역,외부,3루,,3루 측 출입문,,외부,3루 측 경기장 출입문 외부 흡연부스,,C,,2026-09-07,RECHECK,USER_PROVIDED_VISIT_IMAGE,사용자 제공 방문 이미지. 1루·3루 외부에 각각 1곳이라는 설명. 2026 게시물 여부는 별도 확인 필요.
FAC-199,CHANGWON_NC,CHANGWON,NC,창원 NC파크,화장실,1F,,복도 및 주요 게이트 인근,,,실내,1F 복도와 주요 게이트 인근에 분산 배치,,C,,2026-09-07,RECHECK,USER_CONSOLIDATED_CURRENT_GUIDE,프로젝트용 위치 설명 수준으로 채택. 정확 좌표/블록은 미확정.
FAC-200,CHANGWON_NC,CHANGWON,NC,창원 NC파크,화장실,2F,,복도 및 주요 게이트 인근,,,실내,2F 복도와 주요 게이트 인근에 분산 배치,,C,,2026-09-07,RECHECK,USER_CONSOLIDATED_CURRENT_GUIDE,프로젝트용 위치 설명 수준으로 채택. 정확 좌표/블록은 미확정.
FAC-201,CHANGWON_NC,CHANGWON,NC,창원 NC파크,화장실,3F,,복도 및 주요 게이트 인근,,,실내,3F 복도와 주요 게이트 인근에 분산 배치,,C,,2026-09-07,RECHECK,USER_CONSOLIDATED_CURRENT_GUIDE,프로젝트용 위치 설명 수준으로 채택. 정확 좌표/블록은 미확정.
FAC-202,CHANGWON_NC,CHANGWON,NC,창원 NC파크,화장실,4F,,복도 및 주요 게이트 인근,,,실내,4F 복도와 주요 게이트 인근에 분산 배치,,C,,2026-09-07,RECHECK,USER_CONSOLIDATED_CURRENT_GUIDE,프로젝트용 위치 설명 수준으로 채택. 정확 좌표/블록은 미확정.
FAC-203,CHANGWON_NC,CHANGWON,NC,창원 NC파크,수유실,1F,,화장실 옆,,,실내,1층 화장실 옆,https://sooyusil.com/home/2.htm?searchKeyword=%EC%95%BC%EA%B5%AC&searchRange=nursingRoom#,C,,2026-09-07,FIELD_VERIFIED,EXTERNAL_FACILITY_DB,현재 수유실 찾기 검색 결과 기반. 3F·4F는 현행 데이터에서 제외.
FAC-204,CHANGWON_NC,CHANGWON,NC,창원 NC파크,수유실,2F,,화장실 옆,,,실내,2층 화장실 옆,https://sooyusil.com/home/2.htm?searchKeyword=%EC%95%BC%EA%B5%AC&searchRange=nursingRoom#,C,,2026-09-07,FIELD_VERIFIED,EXTERNAL_FACILITY_DB,현재 수유실 찾기 검색 결과 기반. 3F·4F는 현행 데이터에서 제외.
FAC-205,CHANGWON_NC,CHANGWON,NC,창원 NC파크,흡연구역,1F,3루,115~116 테이블석 뒤편 / 음식점·에스컬레이터 인근,GATE 4,,외부,"1층 메인 콘코스 중앙, 115~116 테이블석 뒤편 음식점·에스컬레이터 인근 계단을 내려가 4게이트 외부",,C+,,2026-09-07,FIELD_VERIFIED,MULTI_USER_REPORT,복수 이용자 설명이 4게이트 외부로 수렴. 1루 측 별도 흡연구역은 현행 데이터에서 '없음'으로 처리(사용자 결정).
FAC-MANUAL-001,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,장애인화장실,2F,,내야,,남,실내,2층 내야 장애인화장실 남 8칸,,,2026,2026-09-03,CONFIRMED,OFFICIAL,"구장정보.xlsx Facilities 시트(S038, ACCESSIBILITY 행)에서 이관 — 신규 205건 자료엔 고척 장애인화장실 항목이 없어서 수기 보충"
FAC-MANUAL-002,GOCHEOK,GOCHEOK,KIWOOM,고척스카이돔,장애인화장실,2F,,내야,,여,실내,2층 내야 장애인화장실 여 8칸,,,2026,2026-09-03,CONFIRMED,OFFICIAL,"구장정보.xlsx Facilities 시트(S038, ACCESSIBILITY 행)에서 이관 — 신규 205건 자료엔 고척 장애인화장실 항목이 없어서 수기 보충"
